,video_id,window_size,step_size,vector_method,similarity_method,is_min_thresh,algorithm,n_clusters,sim_thresh,sim_filter,accurrcy_shift
0,MkiUBJcgdUY,200,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
1,MkiUBJcgdUY,200,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
2,MkiUBJcgdUY,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
3,MkiUBJcgdUY,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
4,MkiUBJcgdUY,200,180,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
5,MkiUBJcgdUY,200,180,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
6,MkiUBJcgdUY,20,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
7,MkiUBJcgdUY,20,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
8,MkiUBJcgdUY,40,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
9,MkiUBJcgdUY,40,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
10,MkiUBJcgdUY,120,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
11,MkiUBJcgdUY,120,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
12,MkiUBJcgdUY,200,50,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
13,MkiUBJcgdUY,200,50,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
14,MkiUBJcgdUY,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
15,MkiUBJcgdUY,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
16,MkiUBJcgdUY,40,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
17,MkiUBJcgdUY,40,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
18,MkiUBJcgdUY,120,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
19,MkiUBJcgdUY,120,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
20,MkiUBJcgdUY,20,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
21,MkiUBJcgdUY,20,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
22,MkiUBJcgdUY,40,40,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
23,MkiUBJcgdUY,40,40,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
24,MkiUBJcgdUY,200,50,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
25,MkiUBJcgdUY,200,50,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
26,zWg7U0OEAoE,200,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
27,zWg7U0OEAoE,200,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
28,zWg7U0OEAoE,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
29,zWg7U0OEAoE,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
30,zWg7U0OEAoE,200,180,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
31,zWg7U0OEAoE,200,180,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
32,zWg7U0OEAoE,20,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
33,zWg7U0OEAoE,20,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
34,zWg7U0OEAoE,40,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
35,zWg7U0OEAoE,40,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
36,zWg7U0OEAoE,120,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
37,zWg7U0OEAoE,120,20,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
38,zWg7U0OEAoE,200,50,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
39,zWg7U0OEAoE,200,50,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
40,zWg7U0OEAoE,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,"['median',(3,3)]",15
41,zWg7U0OEAoE,20,10,tfidf,cosine,TRUE,spectral_clustering,17,0.4,,15
42,zWg7U0OEAoE,40,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
43,zWg7U0OEAoE,40,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
44,zWg7U0OEAoE,120,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
45,zWg7U0OEAoE,120,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
46,zWg7U0OEAoE,20,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
47,zWg7U0OEAoE,20,20,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
48,zWg7U0OEAoE,40,40,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
49,zWg7U0OEAoE,40,40,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
50,zWg7U0OEAoE,200,50,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,"['median',(2,2)]",15
51,zWg7U0OEAoE,200,50,word2vec_naive_mean,cosine,TRUE,spectral_clustering,17,0.4,,15
